customer_id,signup_date,age,income_segment,region,contract_type
CUST005987,2022-11-01,32,Low,South,Monthly
CUST005988,2022-12-11,42,High,South,Annual
CUST005989,2023-10-04,47,Medium,South,TwoYear
CUST005990,2023-12-30,37,High,West,Monthly
CUST005991,2022-01-14,48,Low,West,TwoYear
CUST005992,2022-12-25,45,Medium,East,Monthly
CUST005993,2023-01-12,30,Medium,East,Monthly
CUST005994,2022-08-31,48,Low,North,Monthly
CUST005995,2022-05-25,52,Low,North,Monthly
CUST005996,2023-02-19,44,Low,North,Monthly
CUST005997,2023-01-29,55,High,East,Monthly
CUST005998,2023-09-07,27,Medium,South,Monthly
CUST005999,2023-12-30,47,Medium,North,Monthly
CUST006000,2022-12-24,27,Low,East,Monthly
CUST006001,2023-07-30,28,Low,West,Monthly
CUST006002,2022-06-07,34,Medium,South,TwoYear
CUST006003,2023-11-05,30,High,North,TwoYear
CUST006004,2022-01-18,35,Medium,West,Annual
CUST006005,2023-12-29,39,Medium,South,Monthly
CUST006006,2023-07-15,52,Medium,South,Monthly
CUST006007,2023-07-22,38,High,West,Monthly
CUST006008,2022-12-13,22,Medium,North,Monthly
CUST006009,2022-02-27,55,High,North,TwoYear
CUST006010,2022-06-04,31,Low,West,Annual
CUST006011,2023-07-21,41,Medium,West,Monthly
CUST006012,2023-05-02,47,Medium,West,Monthly
CUST006013,2023-06-15,44,Medium,East,Annual
CUST006014,2023-05-02,55,Medium,South,Annual
CUST006015,2022-05-31,47,Low,North,Monthly
CUST006016,2022-12-25,31,Low,North,Monthly
CUST006017,2023-01-03,68,High,West,Monthly
CUST006018,2023-09-12,44,Low,South,Monthly
CUST006019,2022-02-16,40,High,West,Annual
CUST006020,2022-07-26,53,Medium,South,Monthly
CUST006021,2023-03-26,44,Medium,West,Monthly
CUST006022,2023-04-28,46,High,West,Monthly
CUST006023,2023-10-02,71,Medium,South,Monthly
CUST006024,2023-11-28,38,Medium,North,Annual
CUST006025,2023-07-24,38,Low,North,Monthly
CUST006026,2022-05-23,43,High,East,Monthly
CUST006027,2023-02-04,54,Medium,South,Annual
CUST006028,2022-04-07,23,Medium,North,Monthly
CUST006029,2022-02-16,18,Medium,North,Monthly
CUST006030,2022-07-10,34,Low,South,Monthly
CUST006031,2022-05-20,22,High,North,Monthly
CUST006032,2023-09-07,36,Low,South,Monthly
CUST006033,2022-08-19,48,Low,North,Monthly
CUST006034,2022-12-06,31,Low,West,Annual
CUST006035,2023-05-06,24,Low,South,Monthly
CUST006036,2022-02-18,42,Medium,South,Annual
CUST006037,2023-09-16,52,Low,North,TwoYear
CUST006038,2023-03-29,21,Low,South,Monthly
CUST006039,2022-11-12,51,Low,East,Annual
CUST006040,2022-11-18,51,Medium,East,Annual
CUST006041,2022-03-28,53,Medium,South,TwoYear
CUST006042,2023-04-19,56,Medium,East,Annual
CUST006043,2022-10-09,68,Medium,North,Monthly
CUST006044,2022-03-15,37,Medium,North,Monthly
CUST006045,2023-03-29,43,Medium,South,Monthly
CUST006046,2022-02-16,37,High,North,TwoYear
CUST006047,2023-08-11,42,Low,North,Monthly
CUST006048,2022-04-06,60,Medium,East,Monthly
CUST006049,2022-01-31,25,Medium,North,Annual
CUST006050,2023-06-18,31,Medium,North,Monthly
CUST006051,2022-01-17,58,High,East,Monthly
CUST006052,2022-07-31,54,Low,West,TwoYear
CUST006053,2023-10-22,37,Medium,South,Annual
CUST006054,2022-08-23,52,Medium,South,Monthly
CUST006055,2023-01-27,46,Low,West,Monthly
CUST006056,2022-12-20,60,Low,East,Monthly
CUST006057,2022-11-01,42,Medium,East,Monthly
CUST006058,2023-08-22,54,Low,North,Monthly
CUST006059,2023-07-04,73,Low,North,Monthly
CUST006060,2023-07-19,49,Low,South,Monthly
CUST006061,2023-06-24,42,Low,South,Monthly
CUST006062,2023-08-12,50,Low,East,Monthly
CUST006063,2023-05-24,37,Medium,North,Annual
CUST006064,2023-12-13,70,Low,East,Annual
CUST006065,2023-01-30,44,High,West,Monthly
CUST006066,2023-03-07,38,Low,South,Monthly
CUST006067,2023-11-16,31,Medium,South,Annual
CUST006068,2023-07-16,55,High,East,Annual
CUST006069,2022-06-26,52,High,North,Monthly
CUST006070,2023-02-10,36,Medium,North,Annual
CUST006071,2022-10-28,48,Medium,West,Monthly
CUST006072,2023-03-21,23,Medium,West,Annual
CUST006073,2022-05-07,44,High,West,Annual
CUST006074,2022-12-15,47,Low,East,Annual
CUST006075,2022-01-21,62,Medium,South,TwoYear
CUST006076,2023-12-12,32,High,East,Monthly
CUST006077,2023-12-02,26,Medium,East,Monthly
CUST006078,2023-02-24,31,Medium,North,Monthly
CUST006079,2022-06-01,25,Medium,West,Monthly
CUST006080,2022-06-09,58,Low,South,Annual
CUST006081,2023-04-25,60,Medium,West,Annual
CUST006082,2023-03-19,45,Medium,West,Annual
CUST006083,2022-04-06,56,Medium,West,Monthly
CUST006084,2022-12-18,43,High,South,Annual
CUST006085,2022-03-16,40,Medium,North,Monthly
CUST006086,2023-08-17,38,Low,South,Monthly
CUST006087,2023-10-02,38,Medium,South,Monthly
CUST006088,2022-12-25,23,Medium,North,Monthly
CUST006089,2022-05-13,45,Medium,South,TwoYear
CUST006090,2023-02-04,41,Medium,South,Monthly
CUST006091,2022-05-19,50,Medium,East,Monthly
CUST006092,2022-09-03,43,Medium,South,Annual
CUST006093,2022-10-18,40,Medium,East,Monthly
CUST006094,2022-04-22,31,High,East,Monthly
CUST006095,2023-12-16,42,Low,East,Monthly
CUST006096,2022-06-19,50,Medium,West,Monthly
CUST006097,2023-08-22,28,Medium,North,Monthly
CUST006098,2023-09-23,43,High,West,TwoYear
CUST006099,2023-09-02,44,Low,North,TwoYear
CUST006100,2022-08-28,33,Medium,South,Monthly
CUST006101,2022-12-03,34,High,East,Monthly
CUST006102,2022-05-18,44,High,West,Annual
CUST006103,2023-08-17,28,High,South,Annual
CUST006104,2022-08-24,46,Medium,West,Annual
CUST006105,2023-10-10,31,High,South,Annual
CUST006106,2022-01-03,54,Medium,West,TwoYear
CUST006107,2023-07-25,70,Medium,South,Annual
CUST006108,2022-04-26,31,Low,South,Annual
CUST006109,2023-04-17,48,Medium,West,Monthly
CUST006110,2022-05-11,33,Medium,South,Monthly
CUST006111,2023-04-28,54,Medium,East,Annual
CUST006112,2023-02-05,26,Medium,East,Monthly
CUST006113,2022-07-20,47,Low,East,Monthly
CUST006114,2022-10-19,31,Low,East,TwoYear
CUST006115,2022-12-08,39,Medium,North,Monthly
CUST006116,2023-09-02,29,Medium,West,Monthly
CUST006117,2022-08-04,51,Low,East,Monthly
CUST006118,2023-09-28,31,Medium,East,Monthly
CUST006119,2023-08-08,48,Medium,East,Annual
CUST006120,2023-01-01,37,Medium,North,Annual
CUST006121,2023-10-04,40,Medium,West,Annual
CUST006122,2023-04-14,43,Medium,South,Monthly
CUST006123,2023-02-22,32,Low,North,Monthly
CUST006124,2022-01-27,44,Medium,East,Monthly
CUST006125,2023-11-08,60,Medium,East,Monthly
CUST006126,2023-03-31,32,High,North,Annual
CUST006127,2023-08-03,56,Low,West,Monthly
CUST006128,2022-01-14,59,Medium,West,Monthly
CUST006129,2022-04-08,32,High,South,Monthly
CUST006130,2022-10-06,24,High,North,Monthly
CUST006131,2023-05-05,45,Low,West,Annual
CUST006132,2023-09-16,35,Medium,North,Monthly
CUST006133,2022-07-26,64,Low,West,Monthly
CUST006134,2022-08-21,42,Medium,West,Monthly
CUST006135,2023-07-27,32,Medium,East,Monthly
CUST006136,2023-08-20,28,Medium,West,Monthly
CUST006137,2023-11-26,55,High,West,Annual
CUST006138,2022-08-27,35,High,North,Annual
CUST006139,2022-09-07,42,High,West,Monthly
CUST006140,2023-08-06,53,Low,West,Monthly
CUST006141,2023-08-20,36,Low,North,TwoYear
CUST006142,2022-11-02,41,Medium,West,Annual
CUST006143,2023-04-08,41,Medium,North,Monthly
CUST006144,2022-08-24,50,Low,North,Monthly
CUST006145,2022-10-18,49,Medium,North,Monthly
CUST006146,2022-02-08,39,High,North,Annual
CUST006147,2023-12-19,42,High,East,TwoYear
CUST006148,2022-07-02,37,Low,East,Annual
CUST006149,2023-11-30,24,Medium,East,Monthly
CUST006150,2023-10-07,45,Medium,East,Annual
CUST006151,2022-01-30,64,High,North,TwoYear
CUST006152,2023-01-23,31,Medium,North,Monthly
CUST006153,2022-05-23,32,High,North,TwoYear
CUST006154,2023-09-07,31,Medium,North,Annual
CUST006155,2023-02-23,50,High,East,Monthly
CUST006156,2022-03-15,47,Medium,West,Monthly
CUST006157,2022-02-24,40,High,East,Monthly
CUST006158,2023-07-26,30,High,North,Annual
CUST006159,2022-01-24,43,Low,North,Monthly
CUST006160,2022-01-22,23,Low,West,Monthly
CUST006161,2023-03-04,43,High,North,Monthly
CUST006162,2022-02-01,52,Low,West,TwoYear
CUST006163,2022-12-05,26,Medium,North,Monthly
CUST006164,2023-05-30,23,High,West,Monthly
CUST006165,2023-05-27,60,High,South,Monthly
CUST006166,2022-03-11,34,Low,South,Monthly
CUST006167,2023-11-03,55,Medium,South,TwoYear
CUST006168,2022-03-29,40,Medium,South,Monthly
CUST006169,2023-07-25,40,Medium,North,Monthly
CUST006170,2022-08-07,47,High,North,Monthly
CUST006171,2023-12-14,31,Medium,North,Monthly
CUST006172,2023-08-12,43,High,South,Monthly
CUST006173,2022-09-27,37,Low,West,Monthly
CUST006174,2023-10-13,26,Medium,West,Monthly
CUST006175,2022-03-19,46,High,South,Annual
CUST006176,2023-08-15,38,Medium,North,Annual
CUST006177,2022-01-10,40,Low,South,TwoYear
CUST006178,2023-04-13,27,High,East,Monthly
CUST006179,2022-12-02,61,High,West,Monthly
CUST006180,2023-09-28,52,Medium,South,Annual
CUST006181,2022-07-05,53,Medium,South,Monthly
CUST006182,2023-06-30,38,Low,South,Annual
CUST006183,2022-05-01,21,High,South,Monthly
CUST006184,2023-08-15,65,High,North,Monthly
CUST006185,2023-12-19,41,Low,West,Annual
CUST006186,2023-07-19,33,Low,East,Monthly
CUST006187,2023-10-30,47,High,North,Annual
CUST006188,2022-10-01,56,Low,South,TwoYear
CUST006189,2023-02-14,41,High,South,Monthly
CUST006190,2022-12-24,57,High,South,Monthly
CUST006191,2023-10-09,54,High,South,Annual
CUST006192,2022-04-08,29,Medium,West,Monthly
CUST006193,2022-08-29,33,Medium,South,Monthly
CUST006194,2023-07-11,53,Low,East,Monthly
CUST006195,2023-12-12,18,Medium,North,Annual
CUST006196,2022-04-24,40,Medium,West,Annual
CUST006197,2023-05-02,24,Medium,South,TwoYear
CUST006198,2022-08-29,36,Low,East,Annual
CUST006199,2022-06-05,38,Low,North,TwoYear
CUST006200,2022-12-18,37,Medium,North,Monthly
CUST006201,2022-02-13,35,High,West,Monthly
CUST006202,2023-08-15,28,Medium,North,Monthly
CUST006203,2022-11-08,69,Medium,South,Annual
CUST006204,2022-05-18,64,Medium,South,Monthly
CUST006205,2023-10-25,28,Low,East,Annual
CUST006206,2023-03-12,60,High,East,Annual
CUST006207,2022-05-23,37,Medium,North,Monthly
CUST006208,2022-10-26,43,Low,West,Monthly
CUST006209,2023-07-16,41,Low,South,Monthly
CUST006210,2022-09-19,34,High,North,TwoYear
CUST006211,2023-05-27,53,Medium,West,Monthly
CUST006212,2023-11-04,43,Low,North,TwoYear
CUST006213,2022-03-03,36,Medium,West,TwoYear
CUST006214,2023-07-21,26,Low,East,Monthly
CUST006215,2023-02-27,31,Low,South,Annual
CUST006216,2023-01-31,22,High,East,Monthly
CUST006217,2022-01-31,42,Low,South,Monthly
CUST006218,2022-11-26,27,High,West,Monthly
CUST006219,2022-06-18,38,Medium,West,TwoYear
CUST006220,2022-09-23,58,Low,North,Monthly
CUST006221,2022-11-04,56,High,West,Monthly
CUST006222,2023-04-04,41,Medium,West,Annual
CUST006223,2022-07-04,40,Medium,North,Monthly
CUST006224,2022-11-30,64,High,North,Monthly
CUST006225,2023-05-30,48,High,South,TwoYear
CUST006226,2023-03-17,38,Low,West,Monthly
CUST006227,2023-11-04,24,Low,North,Monthly
CUST006228,2023-01-26,46,Medium,South,Monthly
CUST006229,2023-07-14,51,Low,South,Annual
CUST006230,2022-09-11,34,Medium,East,Monthly
CUST006231,2023-08-09,45,Low,North,Monthly
CUST006232,2022-12-01,37,Medium,East,Annual
CUST006233,2023-02-04,39,Low,South,Monthly
CUST006234,2022-06-15,18,High,West,Annual
CUST006235,2022-09-17,39,Medium,North,Annual
CUST006236,2022-01-04,53,Low,North,Monthly
CUST006237,2022-04-29,34,High,South,Monthly
CUST006238,2023-04-15,42,Medium,North,Monthly
CUST006239,2023-04-15,32,Medium,South,Annual
CUST006240,2023-05-08,46,Low,North,Monthly
CUST006241,2023-05-15,39,High,North,Annual
CUST006242,2022-03-11,30,Medium,West,Monthly
CUST006243,2023-11-25,57,Low,South,Monthly
CUST006244,2023-01-05,53,High,East,Monthly
CUST006245,2022-06-30,34,Low,West,Monthly
CUST006246,2022-01-05,47,High,South,Monthly
CUST006247,2022-07-16,48,Medium,North,Monthly
CUST006248,2022-02-16,49,High,South,Annual
CUST006249,2023-07-06,21,Medium,South,Monthly
CUST006250,2023-09-26,54,High,West,TwoYear
CUST006251,2023-10-09,35,High,South,Monthly
CUST006252,2022-05-20,37,High,North,Monthly
CUST006253,2023-10-27,73,Medium,East,TwoYear
CUST006254,2023-06-24,45,High,East,Monthly
CUST006255,2023-03-03,37,Medium,North,Monthly
CUST006256,2023-08-12,18,Low,East,Monthly
CUST006257,2023-11-18,58,High,West,Monthly
CUST006258,2023-07-15,25,Medium,South,Annual
CUST006259,2022-11-06,29,Low,South,Monthly
CUST006260,2022-10-01,38,Medium,East,Monthly
CUST006261,2023-06-23,58,Medium,East,Annual
CUST006262,2023-01-25,51,Medium,East,Monthly
CUST006263,2023-04-04,40,Medium,West,Annual
CUST006264,2023-09-26,45,Low,South,Monthly
CUST006265,2022-12-27,34,Medium,South,Monthly
CUST006266,2022-03-10,43,High,North,TwoYear
CUST006267,2023-08-06,42,Medium,North,Monthly
CUST006268,2023-10-24,53,Medium,West,Annual
CUST006269,2023-11-30,53,Low,South,Annual
CUST006270,2023-03-07,47,Low,South,Monthly
CUST006271,2023-12-09,37,Medium,North,Monthly
CUST006272,2022-02-01,50,Low,North,Monthly
CUST006273,2023-09-13,40,Medium,South,Annual
CUST006274,2023-05-28,29,Medium,West,TwoYear
CUST006275,2022-07-01,37,Medium,East,Monthly
CUST006276,2023-11-17,43,Medium,West,Monthly
CUST006277,2023-11-12,52,High,South,Monthly
CUST006278,2022-09-05,39,Low,East,Monthly
CUST006279,2023-09-12,27,Medium,West,Annual
CUST006280,2022-10-24,42,High,West,Annual
CUST006281,2022-01-30,43,High,South,Monthly
CUST006282,2022-10-29,44,Medium,North,Monthly
CUST006283,2023-04-21,53,Medium,West,Monthly
CUST006284,2022-12-18,54,Low,West,Monthly
CUST006285,2023-04-27,34,Low,North,Annual
CUST006286,2022-11-13,34,Medium,West,Monthly
CUST006287,2023-02-01,29,Low,West,Monthly
CUST006288,2022-03-30,50,High,North,Monthly
CUST006289,2022-08-22,59,Medium,South,Monthly
CUST006290,2022-06-17,38,Low,South,Monthly
CUST006291,2022-05-06,39,Low,South,Annual
CUST006292,2023-07-27,59,Medium,East,TwoYear
CUST006293,2022-04-30,48,Low,South,Monthly
CUST006294,2023-03-04,47,Medium,East,Monthly
CUST006295,2022-07-09,27,High,East,Annual
CUST006296,2023-09-25,50,High,East,TwoYear
CUST006297,2023-03-04,30,Medium,North,Annual
CUST006298,2023-07-14,28,High,East,Monthly
CUST006299,2022-07-21,37,Medium,East,Monthly
CUST006300,2022-02-28,34,Medium,North,Monthly
CUST006301,2023-11-28,39,Medium,West,Monthly
CUST006302,2022-08-11,24,Low,West,Monthly
CUST006303,2023-05-07,53,Low,East,TwoYear
CUST006304,2022-01-11,55,Medium,South,Annual
CUST006305,2023-12-02,18,High,West,Monthly
CUST006306,2023-05-27,53,Medium,South,Monthly
CUST006307,2022-11-06,32,Medium,North,Monthly
CUST006308,2022-02-03,52,Medium,West,Annual
CUST006309,2022-12-06,41,Medium,North,Monthly
CUST006310,2023-10-09,42,Medium,East,Monthly
CUST006311,2023-04-26,39,High,West,Monthly
CUST006312,2023-07-28,56,Medium,East,Annual
CUST006313,2022-04-03,27,Low,East,Monthly
CUST006314,2023-09-20,49,Medium,North,Monthly
CUST006315,2022-05-13,55,Medium,West,Annual
CUST006316,2023-02-23,50,Medium,West,Annual
CUST006317,2023-04-13,69,Medium,West,Monthly
CUST006318,2023-03-20,35,Medium,East,TwoYear
CUST006319,2023-12-06,53,Low,West,Monthly
CUST006320,2022-01-30,40,Low,South,Monthly
CUST006321,2022-10-25,56,Medium,South,TwoYear
CUST006322,2022-03-02,41,Medium,East,Annual
CUST006323,2023-04-03,37,Low,North,Monthly
CUST006324,2022-10-31,57,Medium,South,TwoYear
CUST006325,2022-12-06,36,High,North,Monthly
CUST006326,2023-03-24,25,Low,West,Annual
CUST006327,2022-10-29,35,High,South,Monthly
CUST006328,2023-06-24,49,High,East,Monthly
CUST006329,2023-04-30,58,High,East,Monthly
CUST006330,2022-03-18,43,High,North,Annual
CUST006331,2023-09-25,57,Medium,East,Annual
CUST006332,2023-05-30,25,Medium,North,TwoYear
CUST006333,2023-07-03,36,Medium,North,Monthly
CUST006334,2023-10-21,38,Medium,South,Monthly
CUST006335,2022-04-02,40,Low,South,Monthly
CUST006336,2023-04-11,43,Medium,East,Monthly
CUST006337,2023-04-11,50,Low,North,Monthly
CUST006338,2023-08-22,36,Medium,South,Annual
CUST006339,2022-02-09,43,High,West,Annual
CUST006340,2023-11-21,41,High,East,Monthly
CUST006341,2022-11-25,30,Low,East,Annual
CUST006342,2022-10-12,40,Low,West,Annual
CUST006343,2023-07-08,40,Medium,West,Monthly
CUST006344,2022-03-07,40,Medium,West,Annual
CUST006345,2023-09-28,42,High,South,Monthly
CUST006346,2023-10-19,42,Medium,West,TwoYear
CUST006347,2023-09-24,36,Medium,East,Monthly
CUST006348,2022-04-19,57,Low,South,Monthly
CUST006349,2023-02-19,27,Low,North,Monthly
CUST006350,2022-04-02,33,Low,West,Annual
CUST006351,2023-01-03,75,Medium,East,Monthly
CUST006352,2023-02-27,29,High,West,Monthly
CUST006353,2023-07-26,25,Low,North,Annual
CUST006354,2022-08-28,50,Low,South,Monthly
CUST006355,2023-03-11,18,Medium,North,Monthly
CUST006356,2022-07-31,39,Medium,South,Monthly
CUST006357,2023-02-04,67,High,East,Monthly
CUST006358,2023-09-02,23,Low,East,TwoYear
CUST006359,2023-06-10,18,High,East,Annual
CUST006360,2023-04-13,24,High,North,Annual
CUST006361,2022-06-19,52,High,West,Monthly
CUST006362,2022-07-29,55,Low,West,Monthly
CUST006363,2022-09-13,35,Medium,North,Monthly
CUST006364,2023-11-14,50,High,West,Monthly
CUST006365,2022-03-14,58,High,North,Annual
CUST006366,2022-05-27,63,Medium,West,Monthly
CUST006367,2022-12-06,39,Medium,South,Monthly
CUST006368,2022-11-13,18,Medium,East,Annual
CUST006369,2023-09-10,32,High,West,Monthly
CUST006370,2023-08-29,36,Low,North,TwoYear
CUST006371,2023-07-29,38,Low,South,Monthly
CUST006372,2022-06-03,39,Low,West,TwoYear
CUST006373,2022-09-12,55,Medium,West,Annual
CUST006374,2022-12-17,57,Low,North,Monthly
CUST006375,2023-07-01,39,Medium,South,Monthly
CUST006376,2022-11-08,55,Medium,East,Annual
CUST006377,2023-10-31,46,Low,North,Monthly
CUST006378,2022-05-14,42,Medium,West,Monthly
CUST006379,2022-05-09,52,Low,East,TwoYear
CUST006380,2023-03-12,42,Medium,West,Monthly
CUST006381,2022-10-07,66,Medium,North,Monthly
CUST006382,2022-12-24,24,Medium,South,Monthly
CUST006383,2022-09-09,35,Low,East,Monthly
CUST006384,2022-05-15,40,High,North,Annual
CUST006385,2023-06-07,47,High,North,Monthly
CUST006386,2023-10-22,57,Medium,East,TwoYear
CUST006387,2022-11-15,41,Medium,South,Annual
CUST006388,2022-03-21,24,Medium,West,TwoYear
CUST006389,2022-07-10,52,High,East,Monthly
CUST006390,2023-03-29,51,Medium,North,Monthly
CUST006391,2022-12-10,18,Low,East,Monthly
CUST006392,2022-01-30,41,High,East,Monthly
CUST006393,2023-02-18,22,Medium,South,Annual
CUST006394,2023-01-03,34,Medium,South,Annual
CUST006395,2023-08-19,31,Medium,West,Monthly
CUST006396,2023-05-17,51,Low,East,Monthly
CUST006397,2023-10-24,43,High,South,Monthly
CUST006398,2023-12-02,26,Medium,South,Monthly
CUST006399,2022-01-21,52,Low,North,Annual
CUST006400,2023-07-03,24,Medium,South,Monthly
CUST006401,2022-09-03,45,Medium,East,TwoYear
CUST006402,2022-10-10,32,Low,East,Annual
CUST006403,2023-09-06,37,Medium,North,Annual
CUST006404,2022-08-20,48,Medium,North,Monthly
CUST006405,2022-11-12,48,Low,North,TwoYear
CUST006406,2022-12-02,58,Medium,East,Annual
CUST006407,2023-02-15,41,Low,East,Monthly
CUST006408,2022-09-02,45,Medium,West,Monthly
CUST006409,2023-01-22,36,Medium,South,Annual
CUST006410,2023-11-20,44,Low,North,Monthly
CUST006411,2023-12-26,47,Medium,South,Monthly
CUST006412,2022-12-24,40,Medium,South,Monthly
CUST006413,2023-09-06,20,Medium,West,Monthly
CUST006414,2022-01-22,45,Medium,East,Monthly
CUST006415,2022-01-19,46,Medium,South,Annual
CUST006416,2022-10-14,33,Medium,North,Monthly
CUST006417,2022-10-03,26,Medium,North,Annual
CUST006418,2023-10-21,59,Medium,East,Monthly
CUST006419,2023-07-06,47,Low,East,Monthly
CUST006420,2023-11-10,39,High,East,Monthly
CUST006421,2023-08-26,28,High,North,Annual
CUST006422,2022-03-13,32,Medium,East,Monthly
CUST006423,2022-12-31,57,High,West,Annual
CUST006424,2022-12-01,43,Medium,West,Monthly
CUST006425,2023-10-14,35,Low,North,Annual
CUST006426,2023-08-13,48,Medium,West,Annual
CUST006427,2022-07-18,32,High,South,Monthly
CUST006428,2022-01-17,60,Low,East,Annual
CUST006429,2022-08-06,58,Medium,West,Monthly
CUST006430,2023-10-12,36,High,East,Annual
CUST006431,2022-05-27,34,High,West,Annual
CUST006432,2022-07-29,18,Low,East,Monthly
CUST006433,2023-11-01,24,Low,North,Annual
CUST006434,2023-02-18,25,Low,South,Monthly
CUST006435,2023-10-27,43,Medium,East,Monthly
CUST006436,2022-11-26,38,High,South,Monthly
CUST006437,2022-12-18,25,Medium,East,Monthly
CUST006438,2022-06-12,38,High,North,Monthly
CUST006439,2022-04-11,48,Medium,South,Monthly
CUST006440,2022-11-23,48,Medium,West,Monthly
CUST006441,2022-11-23,19,Low,South,Annual
CUST006442,2022-06-04,40,Medium,East,Annual
CUST006443,2022-01-10,25,Low,South,Annual
CUST006444,2022-12-19,52,Medium,North,Monthly
CUST006445,2022-07-02,51,Low,South,Monthly
CUST006446,2023-03-31,31,Low,South,TwoYear
CUST006447,2023-10-08,32,Medium,South,Monthly
CUST006448,2022-01-06,36,Medium,West,Monthly
CUST006449,2022-11-29,18,Low,South,Monthly
CUST006450,2022-11-29,46,Medium,East,Monthly
CUST006451,2022-09-15,38,Medium,East,TwoYear
CUST006452,2022-07-30,53,Medium,South,Annual
CUST006453,2022-02-20,28,Medium,South,Monthly
CUST006454,2023-03-21,34,Medium,West,TwoYear
CUST006455,2023-10-21,23,High,North,Monthly
CUST006456,2023-01-12,29,Low,East,Annual
CUST006457,2023-10-02,27,Low,West,Monthly
CUST006458,2023-05-01,53,Low,East,Monthly
CUST006459,2022-02-20,33,Medium,East,Monthly
CUST006460,2022-06-03,43,Medium,South,Annual
CUST006461,2023-08-05,37,Medium,East,Monthly
CUST006462,2022-11-06,26,Low,North,Annual
CUST006463,2023-02-03,39,Medium,North,Monthly
CUST006464,2022-05-14,49,Medium,North,Monthly
CUST006465,2022-08-08,27,Low,West,TwoYear
CUST006466,2022-06-12,51,Medium,North,Monthly
CUST006467,2023-10-10,31,High,North,Monthly
CUST006468,2023-07-23,36,Medium,East,TwoYear
CUST006469,2023-05-17,48,Low,West,Monthly
CUST006470,2023-11-20,34,High,South,Monthly
CUST006471,2022-04-25,42,Low,West,Monthly
CUST006472,2023-05-14,38,Medium,West,Monthly
CUST006473,2023-04-17,43,Low,South,Monthly
CUST006474,2022-05-29,18,High,South,TwoYear
CUST006475,2022-08-29,20,Low,South,Monthly
CUST006476,2022-05-03,49,Low,East,Monthly
CUST006477,2022-03-10,54,High,East,Monthly
CUST006478,2022-03-04,31,Medium,East,Monthly
CUST006479,2022-01-16,39,Medium,North,Monthly
CUST006480,2023-01-25,45,Low,South,Annual
CUST006481,2023-08-13,50,Medium,East,Monthly
CUST006482,2023-09-26,18,High,East,Monthly
CUST006483,2022-09-15,31,Medium,West,Annual
CUST006484,2022-08-05,38,High,East,Monthly
CUST006485,2023-04-24,50,High,South,Monthly
CUST006486,2022-04-24,71,Medium,South,Monthly
CUST006487,2023-01-15,39,Medium,North,Monthly
CUST006488,2023-10-20,25,Medium,North,Monthly
CUST006489,2022-08-25,46,Low,West,Monthly
CUST006490,2023-04-21,57,Medium,North,Monthly
CUST006491,2023-08-21,43,High,South,Monthly
CUST006492,2023-11-10,31,Medium,North,Monthly
CUST006493,2022-05-09,53,High,North,Monthly
CUST006494,2023-05-25,49,High,East,Annual
CUST006495,2022-06-14,29,High,South,Annual
CUST006496,2022-10-04,46,High,West,Monthly
CUST006497,2022-09-14,53,Medium,North,Monthly
CUST006498,2022-05-12,56,High,North,Annual
CUST006499,2023-07-24,41,Medium,West,Monthly
CUST006500,2022-09-14,37,Medium,West,Annual
CUST006501,2022-05-21,56,Medium,South,Monthly
CUST006502,2023-11-17,27,Medium,West,Monthly
CUST006503,2023-11-18,47,Medium,North,Annual
CUST006504,2022-07-28,25,Medium,South,Annual
CUST006505,2023-12-17,54,Low,South,Monthly
CUST006506,2023-06-03,38,Low,West,TwoYear
CUST006507,2022-02-20,57,Medium,South,Monthly
CUST006508,2023-05-18,47,High,North,Annual
CUST006509,2022-09-16,27,Medium,North,Monthly
CUST006510,2022-06-27,59,Low,North,Monthly
CUST006511,2023-06-27,60,High,South,Annual
CUST006512,2022-12-22,52,High,West,Monthly
CUST006513,2022-11-14,32,High,North,Monthly
CUST006514,2023-10-28,38,Medium,East,Monthly
CUST006515,2022-12-30,43,Low,West,Monthly
CUST006516,2022-02-24,33,Medium,South,Monthly
CUST006517,2022-06-05,62,Medium,North,Monthly
CUST006518,2022-02-13,43,Low,South,Monthly
CUST006519,2023-08-16,18,Low,North,Annual
CUST006520,2023-11-09,46,High,South,Monthly
CUST006521,2023-06-26,37,Medium,East,Monthly
CUST006522,2022-11-18,41,Low,South,Annual
CUST006523,2023-10-10,37,Medium,South,Monthly
CUST006524,2022-01-14,51,Medium,South,Monthly
CUST006525,2022-12-23,55,Low,North,Monthly
CUST006526,2023-04-28,45,Medium,West,Annual
CUST006527,2023-09-10,37,Low,South,Monthly
CUST006528,2022-12-25,41,High,West,TwoYear
CUST006529,2022-11-14,42,High,North,Annual
CUST006530,2022-03-16,32,Medium,South,Monthly
CUST006531,2023-08-14,48,Medium,North,Annual
CUST006532,2022-07-13,47,Low,West,Monthly
CUST006533,2022-12-29,60,Medium,North,Monthly
CUST006534,2022-04-06,57,Medium,North,Monthly
CUST006535,2022-02-09,33,Medium,West,Monthly
CUST006536,2023-02-01,51,Low,North,Annual
CUST006537,2022-04-17,30,Medium,West,Annual
CUST006538,2022-01-17,50,Medium,West,Monthly
CUST006539,2023-06-11,35,Medium,South,Monthly
CUST006540,2023-05-14,29,Medium,South,TwoYear
CUST006541,2023-06-09,45,Medium,North,Monthly
CUST006542,2023-12-27,18,Medium,North,Monthly
CUST006543,2023-10-25,20,Low,North,Monthly
