customer_id,date,minutes_used,features_accessed,sessions
CUST001231,2027-06-09,68,8,2
CUST004376,2027-06-10,235,3,17
CUST000368,2027-06-11,10,3,1
CUST008953,2027-06-12,136,1,8
CUST000334,2027-06-13,238,5,5
CUST004208,2027-06-14,202,7,13
CUST001449,2027-06-15,118,8,15
CUST005338,2027-06-16,1,8,6
CUST009310,2027-06-17,95,7,9
CUST004356,2027-06-18,232,3,6
CUST005798,2027-06-19,128,6,9
CUST007395,2027-06-20,183,5,19
CUST001893,2027-06-21,64,6,9
CUST000767,2027-06-22,232,8,11
CUST008094,2027-06-23,178,9,16
CUST004808,2027-06-24,32,9,5
CUST004000,2027-06-25,189,9,19
CUST005343,2027-06-26,182,7,19
CUST005342,2027-06-27,199,6,11
CUST000899,2027-06-28,9,1,13
CUST006689,2027-06-29,100,6,4
CUST003638,2027-06-30,85,4,17
CUST000614,2027-07-01,56,7,6
CUST008092,2027-07-02,6,6,4
CUST009618,2027-07-03,135,6,7
CUST009276,2027-07-04,186,5,9
CUST001570,2027-07-05,21,6,9
CUST007991,2027-07-06,25,1,7
CUST009223,2027-07-07,49,9,2
CUST009938,2027-07-08,203,5,7
CUST001498,2027-07-09,52,6,7
CUST003962,2027-07-10,129,7,4
CUST009481,2027-07-11,132,2,11
CUST006169,2027-07-12,211,9,18
CUST000995,2027-07-13,182,1,1
CUST001878,2027-07-14,77,4,11
CUST006972,2027-07-15,166,5,13
CUST002082,2027-07-16,113,3,16
CUST000133,2027-07-17,151,8,4
CUST004654,2027-07-18,101,7,12
CUST005821,2027-07-19,13,5,6
CUST003520,2027-07-20,28,9,14
CUST000983,2027-07-21,96,6,15
CUST008825,2027-07-22,52,7,8
CUST002013,2027-07-23,86,2,8
CUST002683,2027-07-24,11,5,5
CUST007353,2027-07-25,1,2,5
CUST003399,2027-07-26,61,3,12
CUST009607,2027-07-27,236,5,6
CUST003575,2027-07-28,48,2,9
CUST008468,2027-07-29,212,8,1
CUST001831,2027-07-30,109,2,17
CUST003869,2027-07-31,237,3,5
CUST006583,2027-08-01,229,4,14
CUST004523,2027-08-02,215,9,9
CUST009684,2027-08-03,190,6,19
CUST001683,2027-08-04,54,5,11
CUST006734,2027-08-05,127,9,8
CUST003049,2027-08-06,166,5,8
CUST005196,2027-08-07,89,6,1
CUST001935,2027-08-08,108,7,12
CUST006446,2027-08-09,182,1,10
CUST008619,2027-08-10,195,5,12
CUST009175,2027-08-11,93,2,6
CUST007423,2027-08-12,48,5,3
CUST005668,2027-08-13,203,6,14
CUST004524,2027-08-14,66,3,10
CUST001273,2027-08-15,196,7,6
CUST009521,2027-08-16,61,3,12
CUST008149,2027-08-17,22,8,17
CUST005926,2027-08-18,116,9,17
CUST008187,2027-08-19,229,7,16
CUST008579,2027-08-20,58,2,11
CUST009809,2027-08-21,236,7,14
CUST005714,2027-08-22,219,7,15
CUST009850,2027-08-23,47,1,19
CUST002189,2027-08-24,119,7,19
CUST003568,2027-08-25,122,8,8
CUST003421,2027-08-26,213,7,3
CUST006310,2027-08-27,112,8,16
CUST008054,2027-08-28,17,8,18
CUST000489,2027-08-29,78,8,12
CUST004796,2027-08-30,122,6,14
CUST009225,2027-08-31,101,1,14
CUST006451,2027-09-01,20,6,19
CUST003565,2027-09-02,236,3,5
CUST005281,2027-09-03,127,8,5
CUST007421,2027-09-04,69,6,2
CUST008140,2027-09-05,26,8,19
CUST003135,2027-09-06,116,9,3
CUST006139,2027-09-07,83,2,16
CUST008812,2027-09-08,1,5,19
CUST000019,2027-09-09,223,4,5
CUST003691,2027-09-10,14,6,9
CUST008880,2027-09-11,124,7,6
CUST003600,2027-09-12,72,3,16
CUST000235,2027-09-13,190,6,11
CUST004825,2027-09-14,109,8,10
CUST000126,2027-09-15,209,1,7
CUST005740,2027-09-16,215,7,10
CUST005459,2027-09-17,177,2,17
CUST008239,2027-09-18,202,4,8
CUST005408,2027-09-19,72,2,7
CUST009905,2027-09-20,92,7,13
CUST007956,2027-09-21,210,7,2
CUST006181,2027-09-22,125,6,5
CUST009449,2027-09-23,177,8,15
CUST006369,2027-09-24,192,4,8
CUST009532,2027-09-25,98,3,9
CUST009251,2027-09-26,113,5,1
CUST002815,2027-09-27,84,3,9
CUST009461,2027-09-28,112,9,19
CUST006868,2027-09-29,96,4,11
CUST006565,2027-09-30,198,2,1
CUST006306,2027-10-01,189,9,7
CUST006161,2027-10-02,85,6,12
CUST008301,2027-10-03,160,3,11
CUST004137,2027-10-04,239,9,10
CUST005082,2027-10-05,15,5,3
CUST002496,2027-10-06,105,6,14
CUST002918,2027-10-07,34,4,10
CUST003047,2027-10-08,69,8,16
CUST005551,2027-10-09,210,5,7
CUST009247,2027-10-10,106,4,17
CUST004277,2027-10-11,131,5,11
CUST004185,2027-10-12,197,4,4
CUST009298,2027-10-13,236,3,1
CUST003020,2027-10-14,213,7,10
CUST009032,2027-10-15,154,7,18
CUST002390,2027-10-16,94,8,9
CUST007793,2027-10-17,203,5,2
CUST001525,2027-10-18,53,2,10
CUST009961,2027-10-19,202,8,2
CUST006342,2027-10-20,4,7,9
CUST003500,2027-10-21,57,3,14
CUST004079,2027-10-22,232,4,1
CUST009469,2027-10-23,175,4,2
CUST008985,2027-10-24,132,7,14
CUST008066,2027-10-25,17,7,1
CUST002381,2027-10-26,128,3,7
CUST005027,2027-10-27,233,8,10
CUST000453,2027-10-28,68,9,11
CUST004611,2027-10-29,169,7,1
CUST007282,2027-10-30,138,5,1
CUST008587,2027-10-31,56,5,19
CUST001724,2027-11-01,67,7,14
CUST009420,2027-11-02,197,2,7
CUST005644,2027-11-03,44,2,16
CUST003783,2027-11-04,62,2,3
CUST004259,2027-11-05,35,6,1
CUST004425,2027-11-06,138,5,1
CUST000480,2027-11-07,87,9,8
CUST009775,2027-11-08,105,1,8
CUST006634,2027-11-09,154,1,9
CUST000964,2027-11-10,0,4,7
CUST000744,2027-11-11,126,8,11
CUST002510,2027-11-12,32,9,7
CUST004014,2027-11-13,119,4,5
CUST003261,2027-11-14,12,8,15
CUST007777,2027-11-15,164,9,18
CUST006875,2027-11-16,98,7,9
CUST008778,2027-11-17,175,1,14
CUST009601,2027-11-18,199,5,3
CUST008462,2027-11-19,48,5,13
CUST006995,2027-11-20,32,4,14
CUST007088,2027-11-21,5,6,13
CUST004829,2027-11-22,189,2,2
CUST003413,2027-11-23,48,6,9
CUST000330,2027-11-24,133,4,18
CUST009002,2027-11-25,214,8,19
CUST004522,2027-11-26,85,2,19
CUST009264,2027-11-27,38,1,18
CUST007392,2027-11-28,17,1,10
CUST006629,2027-11-29,64,1,5
CUST000010,2027-11-30,66,6,9
CUST004033,2027-12-01,143,5,4
CUST005377,2027-12-02,138,8,15
CUST006937,2027-12-03,150,9,11
CUST002052,2027-12-04,121,2,11
CUST004072,2027-12-05,21,9,6
CUST001083,2027-12-06,54,2,5
CUST003708,2027-12-07,40,4,3
CUST003617,2027-12-08,198,6,13
CUST002182,2027-12-09,150,5,15
CUST006928,2027-12-10,104,7,19
CUST008616,2027-12-11,62,3,19
CUST007238,2027-12-12,219,2,14
CUST003214,2027-12-13,93,4,8
CUST002235,2027-12-14,17,8,4
CUST005817,2027-12-15,54,6,12
CUST002432,2027-12-16,203,1,9
CUST002817,2027-12-17,213,5,10
CUST002991,2027-12-18,208,8,12
CUST005287,2027-12-19,45,8,6
CUST006744,2027-12-20,100,2,12
CUST007228,2027-12-21,13,4,18
CUST000833,2027-12-22,210,1,10
CUST008867,2027-12-23,81,5,11
CUST007237,2027-12-24,177,2,3
CUST008462,2027-12-25,33,6,3
CUST002661,2027-12-26,86,8,1
CUST003966,2027-12-27,76,5,19
CUST004247,2027-12-28,211,2,10
CUST007743,2027-12-29,161,1,17
CUST006870,2027-12-30,146,2,8
CUST001154,2027-12-31,123,8,16
CUST003081,2028-01-01,66,3,6
CUST009799,2028-01-02,234,7,2
CUST008671,2028-01-03,160,4,15
CUST000183,2028-01-04,109,3,16
CUST005653,2028-01-05,230,9,17
CUST006941,2028-01-06,214,7,8
CUST006587,2028-01-07,225,2,3
CUST004272,2028-01-08,141,2,1
CUST009837,2028-01-09,38,6,4
CUST007020,2028-01-10,134,4,8
CUST006716,2028-01-11,163,2,4
CUST009037,2028-01-12,201,7,5
CUST006422,2028-01-13,156,6,5
CUST006574,2028-01-14,118,3,12
CUST007013,2028-01-15,207,8,10
CUST005379,2028-01-16,172,3,2
CUST004154,2028-01-17,16,3,9
CUST004069,2028-01-18,4,7,12
CUST001379,2028-01-19,195,2,19
CUST007538,2028-01-20,115,4,19
CUST007642,2028-01-21,176,7,15
CUST003380,2028-01-22,110,8,10
CUST000404,2028-01-23,31,4,17
CUST009123,2028-01-24,208,9,17
CUST002343,2028-01-25,110,9,12
CUST006307,2028-01-26,122,8,4
CUST003441,2028-01-27,114,1,1
CUST004061,2028-01-28,24,4,10
CUST006335,2028-01-29,121,6,3
CUST003077,2028-01-30,185,3,18
CUST003324,2028-01-31,194,6,2
CUST007632,2028-02-01,115,9,12
CUST005975,2028-02-02,118,5,13
CUST007173,2028-02-03,132,5,8
CUST002120,2028-02-04,101,1,8
CUST001449,2028-02-05,85,9,12
CUST002523,2028-02-06,228,4,12
CUST003081,2028-02-07,228,9,18
CUST004941,2028-02-08,234,2,18
CUST005085,2028-02-09,140,2,10
CUST007928,2028-02-10,190,9,5
CUST006712,2028-02-11,93,8,1
CUST001087,2028-02-12,181,3,16
CUST008013,2028-02-13,194,3,8
CUST007299,2028-02-14,216,3,5
CUST004278,2028-02-15,17,1,16
CUST002065,2028-02-16,44,7,9
CUST000537,2028-02-17,103,1,13
CUST003702,2028-02-18,11,4,11
CUST004623,2028-02-19,146,5,2
CUST001621,2028-02-20,172,1,13
CUST000513,2028-02-21,70,5,6
CUST008491,2028-02-22,41,4,8
CUST000049,2028-02-23,223,8,16
CUST008140,2028-02-24,74,5,19
CUST006556,2028-02-25,90,9,19
CUST001479,2028-02-26,36,6,6
CUST003006,2028-02-27,65,2,3
CUST003412,2028-02-28,112,1,12
CUST004181,2028-02-29,27,7,17
CUST005958,2028-03-01,180,3,7
CUST008224,2028-03-02,206,9,17
CUST000989,2028-03-03,87,2,16
CUST004217,2028-03-04,225,2,13
CUST009489,2028-03-05,181,6,13
CUST002450,2028-03-06,230,5,12
CUST001061,2028-03-07,207,6,17
CUST003629,2028-03-08,99,1,15
CUST008987,2028-03-09,155,8,1
CUST005766,2028-03-10,142,3,17
CUST009493,2028-03-11,192,5,16
CUST001151,2028-03-12,210,4,18
CUST003222,2028-03-13,123,6,10
CUST008758,2028-03-14,190,5,6
CUST008204,2028-03-15,1,8,1
CUST002824,2028-03-16,151,4,5
CUST004398,2028-03-17,33,1,14
CUST009713,2028-03-18,39,4,11
CUST007844,2028-03-19,101,4,16
CUST006691,2028-03-20,5,2,9
CUST008105,2028-03-21,62,3,8
CUST004837,2028-03-22,84,7,3
CUST000812,2028-03-23,163,5,4
CUST000747,2028-03-24,186,9,16
CUST000153,2028-03-25,18,6,8
CUST003755,2028-03-26,191,3,9
CUST009203,2028-03-27,41,7,17
CUST007910,2028-03-28,55,8,13
CUST005590,2028-03-29,121,6,9
CUST000682,2028-03-30,206,3,3
CUST008171,2028-03-31,84,3,11
CUST003687,2028-04-01,126,4,1
CUST006714,2028-04-02,11,7,8
CUST001759,2028-04-03,170,7,7
CUST008609,2028-04-04,231,6,17
CUST002262,2028-04-05,58,8,17
CUST002621,2028-04-06,2,8,9
CUST006859,2028-04-07,145,5,1
CUST004350,2028-04-08,93,6,10
CUST003378,2028-04-09,94,3,18
CUST005745,2028-04-10,34,5,1
CUST008255,2028-04-11,104,2,6
CUST003482,2028-04-12,213,5,13
CUST003376,2028-04-13,83,1,4
CUST003024,2028-04-14,12,1,1
CUST003036,2028-04-15,146,1,9
CUST002172,2028-04-16,102,8,10
CUST008658,2028-04-17,225,6,14
CUST006256,2028-04-18,193,4,4
CUST003295,2028-04-19,215,2,19
CUST007193,2028-04-20,132,6,5
CUST001349,2028-04-21,173,3,12
CUST002670,2028-04-22,184,7,7
CUST005000,2028-04-23,229,3,5
CUST005844,2028-04-24,36,6,3
CUST008779,2028-04-25,178,4,15
CUST008129,2028-04-26,109,2,6
CUST008548,2028-04-27,194,8,15
CUST003459,2028-04-28,144,5,18
CUST006875,2028-04-29,229,9,19
CUST002762,2028-04-30,108,5,18
CUST007779,2028-05-01,119,7,17
CUST005822,2028-05-02,101,1,12
CUST000813,2028-05-03,222,5,17
CUST009161,2028-05-04,160,4,13
CUST008575,2028-05-05,140,5,3
CUST006769,2028-05-06,23,3,4
CUST005804,2028-05-07,29,9,2
CUST002125,2028-05-08,82,1,18
CUST002178,2028-05-09,131,8,2
CUST004631,2028-05-10,17,6,12
CUST002681,2028-05-11,176,2,6
CUST009253,2028-05-12,128,9,4
CUST007831,2028-05-13,133,5,1
CUST002705,2028-05-14,57,2,10
CUST000762,2028-05-15,155,1,14
CUST001558,2028-05-16,177,8,8
CUST006316,2028-05-17,184,3,1
CUST006889,2028-05-18,105,2,11
CUST005994,2028-05-19,56,9,1
CUST003138,2028-05-20,216,6,18
CUST002980,2028-05-21,78,2,7
CUST007652,2028-05-22,193,9,1
CUST005572,2028-05-23,7,9,8
CUST007086,2028-05-24,43,4,7
CUST009714,2028-05-25,53,1,5
CUST008612,2028-05-26,63,6,14
CUST005889,2028-05-27,66,2,3
CUST006010,2028-05-28,41,1,5
CUST002334,2028-05-29,16,8,6
CUST001790,2028-05-30,145,1,10
CUST002095,2028-05-31,141,9,14
CUST009954,2028-06-01,127,9,3
CUST003402,2028-06-02,29,1,2
CUST006771,2028-06-03,147,9,11
CUST004197,2028-06-04,93,1,5
CUST002786,2028-06-05,119,9,17
CUST004657,2028-06-06,67,4,10
CUST009039,2028-06-07,80,1,12
CUST000606,2028-06-08,23,7,13
CUST001188,2028-06-09,86,3,18
CUST002737,2028-06-10,1,5,2
CUST001134,2028-06-11,238,9,1
CUST009324,2028-06-12,49,1,6
CUST001758,2028-06-13,26,8,9
CUST005656,2028-06-14,99,2,15
CUST005658,2028-06-15,98,9,5
CUST004433,2028-06-16,91,9,7
CUST004236,2028-06-17,36,6,11
CUST005220,2028-06-18,199,1,9
CUST002296,2028-06-19,63,5,12
CUST009526,2028-06-20,22,6,6
CUST008715,2028-06-21,132,4,6
CUST002720,2028-06-22,161,5,2
CUST004846,2028-06-23,151,7,9
CUST006828,2028-06-24,67,7,17
CUST003001,2028-06-25,219,7,8
CUST003162,2028-06-26,43,7,3
CUST003160,2028-06-27,158,3,12
CUST008823,2028-06-28,144,5,19
CUST002947,2028-06-29,83,8,12
CUST004184,2028-06-30,33,8,14
CUST007962,2028-07-01,107,2,2
CUST006051,2028-07-02,154,5,6
CUST008301,2028-07-03,103,5,6
CUST006047,2028-07-04,215,9,19
CUST005577,2028-07-05,226,9,6
CUST005259,2028-07-06,45,7,5
CUST007192,2028-07-07,6,8,18
CUST002468,2028-07-08,2,8,14
CUST000160,2028-07-09,143,4,14
CUST005487,2028-07-10,123,4,4
CUST005330,2028-07-11,180,2,6
CUST007860,2028-07-12,138,7,18
CUST001452,2028-07-13,120,4,19
CUST001077,2028-07-14,131,6,16
CUST005767,2028-07-15,76,6,11
CUST007033,2028-07-16,2,2,1
CUST008510,2028-07-17,236,4,16
CUST003495,2028-07-18,208,3,4
CUST009923,2028-07-19,223,4,13
CUST005582,2028-07-20,66,2,2
CUST008729,2028-07-21,107,6,16
CUST000436,2028-07-22,98,1,16
CUST005042,2028-07-23,81,4,9
CUST002017,2028-07-24,40,5,3
CUST002968,2028-07-25,22,6,14
CUST006406,2028-07-26,68,5,19
CUST007537,2028-07-27,165,2,7
CUST009758,2028-07-28,173,5,5
CUST007056,2028-07-29,166,7,1
CUST005541,2028-07-30,143,2,17
CUST006999,2028-07-31,118,1,13
CUST008532,2028-08-01,236,1,17
CUST002171,2028-08-02,178,9,1
CUST000785,2028-08-03,229,2,11
CUST009931,2028-08-04,42,8,15
CUST005382,2028-08-05,239,6,2
CUST005719,2028-08-06,78,7,4
CUST001894,2028-08-07,198,5,1
CUST001139,2028-08-08,4,5,4
CUST000600,2028-08-09,164,1,1
CUST009770,2028-08-10,72,5,9
CUST004187,2028-08-11,181,2,3
CUST007998,2028-08-12,42,9,17
CUST007676,2028-08-13,193,1,12
CUST004486,2028-08-14,179,6,3
CUST006984,2028-08-15,156,9,11
CUST006740,2028-08-16,164,2,6
CUST005528,2028-08-17,182,1,2
CUST008453,2028-08-18,180,5,13
CUST006528,2028-08-19,41,9,15
CUST004322,2028-08-20,124,7,1
CUST004618,2028-08-21,80,2,16
CUST009243,2028-08-22,68,6,4
CUST002947,2028-08-23,197,3,9
CUST000601,2028-08-24,52,8,17
CUST001365,2028-08-25,227,6,5
CUST000180,2028-08-26,115,6,18
CUST008696,2028-08-27,45,1,6
CUST006677,2028-08-28,9,4,16
CUST003580,2028-08-29,192,4,16
CUST007946,2028-08-30,83,6,14
CUST002662,2028-08-31,223,8,15
CUST008032,2028-09-01,177,4,10
CUST000939,2028-09-02,168,7,7
CUST008555,2028-09-03,116,6,9
CUST004519,2028-09-04,82,2,17
CUST002176,2028-09-05,235,5,12
CUST002116,2028-09-06,10,1,14
CUST001676,2028-09-07,68,8,2
CUST008665,2028-09-08,72,6,18
CUST000928,2028-09-09,205,3,19
CUST006564,2028-09-10,61,8,12
CUST000522,2028-09-11,9,5,11
CUST004030,2028-09-12,104,7,14
CUST003196,2028-09-13,128,5,19
CUST003976,2028-09-14,151,6,18
CUST005614,2028-09-15,105,7,8
CUST000743,2028-09-16,177,9,11
CUST006369,2028-09-17,119,8,10
CUST009815,2028-09-18,79,3,15
CUST004754,2028-09-19,200,1,17
CUST005349,2028-09-20,114,5,15
CUST001583,2028-09-21,194,2,14
CUST000929,2028-09-22,98,6,4
CUST007162,2028-09-23,167,5,3
CUST000335,2028-09-24,44,5,3
CUST001283,2028-09-25,108,1,5
CUST000948,2028-09-26,234,1,5
CUST002917,2028-09-27,11,8,18
CUST007051,2028-09-28,37,7,19
CUST001977,2028-09-29,43,9,13
CUST001285,2028-09-30,115,4,12
CUST002435,2028-10-01,62,2,4
CUST009072,2028-10-02,23,2,14
CUST007495,2028-10-03,92,2,1
CUST006008,2028-10-04,98,8,10
CUST004171,2028-10-05,229,3,2
CUST009216,2028-10-06,180,2,5
CUST006956,2028-10-07,211,6,10
CUST008765,2028-10-08,85,8,8
CUST002257,2028-10-09,58,3,10
CUST002279,2028-10-10,172,2,13
CUST008408,2028-10-11,195,4,9
CUST008841,2028-10-12,213,3,7
CUST006745,2028-10-13,108,6,10
CUST007721,2028-10-14,79,4,3
CUST004307,2028-10-15,0,2,12
CUST008698,2028-10-16,62,1,1
CUST002150,2028-10-17,191,5,16
CUST008790,2028-10-18,42,1,4
CUST000169,2028-10-19,44,4,7
CUST008286,2028-10-20,181,3,11
CUST000469,2028-10-21,87,1,19
CUST000654,2028-10-22,59,7,8
CUST008578,2028-10-23,70,7,6
CUST007390,2028-10-24,131,7,8
CUST002577,2028-10-25,150,2,14
CUST006367,2028-10-26,167,1,5
CUST002526,2028-10-27,164,5,16
CUST000550,2028-10-28,167,3,18
CUST001579,2028-10-29,8,5,15
CUST009321,2028-10-30,81,2,11
CUST006133,2028-10-31,2,1,4
CUST006250,2028-11-01,199,6,5
CUST000508,2028-11-02,174,8,3
CUST001565,2028-11-03,186,7,18
CUST008900,2028-11-04,110,4,16
CUST007582,2028-11-05,181,5,5
CUST006906,2028-11-06,236,4,16
CUST004591,2028-11-07,192,1,12
CUST004374,2028-11-08,31,5,10
CUST008762,2028-11-09,12,3,17
CUST002398,2028-11-10,17,4,14
CUST007651,2028-11-11,86,4,2
CUST006638,2028-11-12,118,9,2
CUST000578,2028-11-13,38,6,14
CUST004512,2028-11-14,56,3,13
CUST001554,2028-11-15,46,2,15
CUST003098,2028-11-16,79,6,14
CUST002853,2028-11-17,151,3,7
CUST007606,2028-11-18,177,9,12
CUST001424,2028-11-19,94,8,11
CUST009572,2028-11-20,146,1,4
CUST007962,2028-11-21,194,9,17
CUST006198,2028-11-22,238,8,2
CUST004235,2028-11-23,115,6,13
CUST008080,2028-11-24,29,8,5
CUST004966,2028-11-25,171,7,9
CUST002031,2028-11-26,63,7,10
CUST007719,2028-11-27,108,2,9
CUST007199,2028-11-28,181,6,3
CUST003141,2028-11-29,204,5,16
CUST008844,2028-11-30,101,9,11
CUST001703,2028-12-01,13,3,11
CUST002071,2028-12-02,3,9,8
CUST006592,2028-12-03,113,5,3
CUST008481,2028-12-04,225,6,18
CUST001500,2028-12-05,90,7,2
CUST008638,2028-12-06,79,1,2
CUST005245,2028-12-07,186,7,7
CUST004714,2028-12-08,33,1,14
CUST002998,2028-12-09,175,7,4
CUST003862,2028-12-10,137,3,10
CUST000149,2028-12-11,38,1,19
CUST005107,2028-12-12,77,1,15
CUST003049,2028-12-13,68,7,3
CUST001360,2028-12-14,233,4,7
CUST002837,2028-12-15,8,7,8
CUST007351,2028-12-16,234,3,1
CUST002023,2028-12-17,72,8,11
CUST000177,2028-12-18,236,6,5
CUST001659,2028-12-19,203,5,18
CUST007898,2028-12-20,19,8,13
CUST000601,2028-12-21,239,7,6
CUST007749,2028-12-22,168,2,7
CUST001973,2028-12-23,81,3,13
CUST000249,2028-12-24,134,4,17
CUST003182,2028-12-25,147,9,2
CUST004207,2028-12-26,117,1,19
CUST008089,2028-12-27,89,4,1
CUST001216,2028-12-28,235,1,19
CUST001232,2028-12-29,216,2,8
CUST000979,2028-12-30,49,9,14
CUST003342,2028-12-31,70,3,1
CUST002034,2029-01-01,25,3,1
CUST004782,2029-01-02,40,9,19
CUST009242,2029-01-03,221,9,15
CUST009958,2029-01-04,149,9,6
CUST009760,2029-01-05,139,8,5
CUST006748,2029-01-06,39,9,15
CUST006276,2029-01-07,177,1,2
CUST004204,2029-01-08,62,9,19
CUST005166,2029-01-09,104,4,15
CUST007850,2029-01-10,203,4,4
CUST001421,2029-01-11,227,3,9
CUST005280,2029-01-12,118,1,6
CUST001432,2029-01-13,216,4,10
CUST006467,2029-01-14,176,5,4
CUST003694,2029-01-15,114,3,2
CUST009437,2029-01-16,189,3,11
CUST003321,2029-01-17,34,5,1
CUST003590,2029-01-18,55,1,6
CUST007709,2029-01-19,57,6,13
CUST000926,2029-01-20,107,9,14
CUST004695,2029-01-21,221,7,11
CUST004941,2029-01-22,180,1,5
CUST004475,2029-01-23,151,6,1
CUST007952,2029-01-24,118,9,18
CUST004431,2029-01-25,44,7,12
CUST006028,2029-01-26,181,8,17
CUST007802,2029-01-27,101,6,15
CUST000375,2029-01-28,100,6,8
CUST006095,2029-01-29,213,5,11
CUST006028,2029-01-30,43,4,13
CUST006831,2029-01-31,125,5,15
CUST005657,2029-02-01,105,2,11
CUST001763,2029-02-02,122,8,19
CUST006203,2029-02-03,53,4,18
CUST005601,2029-02-04,79,3,11
CUST003884,2029-02-05,51,9,11
CUST005218,2029-02-06,45,1,19
CUST004029,2029-02-07,124,9,12
CUST006006,2029-02-08,116,5,14
CUST005470,2029-02-09,120,6,4
CUST007737,2029-02-10,93,7,11
CUST003559,2029-02-11,30,7,7
CUST009232,2029-02-12,70,8,7
CUST002334,2029-02-13,29,5,4
CUST009565,2029-02-14,41,2,1
CUST000054,2029-02-15,81,1,17
CUST006151,2029-02-16,178,8,19
CUST000937,2029-02-17,192,2,10
CUST004607,2029-02-18,179,8,10
CUST000531,2029-02-19,136,7,9
CUST008547,2029-02-20,162,7,5
CUST003325,2029-02-21,8,4,13
CUST001316,2029-02-22,185,5,7
CUST007290,2029-02-23,165,1,7
CUST005634,2029-02-24,23,6,12
CUST001898,2029-02-25,17,7,18
CUST001652,2029-02-26,156,7,10
CUST007763,2029-02-27,57,6,13
CUST005955,2029-02-28,71,5,6
CUST001111,2029-03-01,131,7,12
CUST005773,2029-03-02,90,3,19
CUST003307,2029-03-03,238,8,13
CUST009046,2029-03-04,20,2,3
CUST006684,2029-03-05,98,9,7
CUST003759,2029-03-06,174,9,5
CUST006908,2029-03-07,30,7,16
CUST001643,2029-03-08,83,3,10
CUST005702,2029-03-09,33,4,3
CUST008058,2029-03-10,128,1,5
CUST006234,2029-03-11,112,7,17
CUST006020,2029-03-12,41,2,14
CUST005902,2029-03-13,113,6,17
CUST003237,2029-03-14,132,2,10
CUST002984,2029-03-15,93,1,6
CUST004109,2029-03-16,112,3,8
CUST002331,2029-03-17,159,6,16
CUST003653,2029-03-18,86,2,19
CUST009242,2029-03-19,162,8,19
CUST003281,2029-03-20,206,6,10
CUST001058,2029-03-21,207,5,13
CUST006454,2029-03-22,79,2,2
CUST003314,2029-03-23,135,7,2
CUST009046,2029-03-24,148,6,7
CUST001798,2029-03-25,109,5,14
CUST004003,2029-03-26,170,6,19
CUST005564,2029-03-27,202,3,17
CUST007817,2029-03-28,139,4,8
CUST007743,2029-03-29,187,6,2
CUST003145,2029-03-30,74,3,2
CUST006627,2029-03-31,74,3,14
CUST005285,2029-04-01,82,4,18
CUST000153,2029-04-02,29,4,7
CUST008728,2029-04-03,43,2,18
CUST005492,2029-04-04,154,6,9
CUST009147,2029-04-05,84,4,17
CUST009415,2029-04-06,199,3,12
CUST009271,2029-04-07,209,7,6
CUST007923,2029-04-08,156,7,17
CUST002031,2029-04-09,28,9,9
CUST005271,2029-04-10,71,9,6
CUST001395,2029-04-11,139,2,19
CUST002007,2029-04-12,131,3,5
CUST000912,2029-04-13,198,8,14
CUST006644,2029-04-14,236,9,2
CUST005278,2029-04-15,217,3,19
CUST005511,2029-04-16,12,5,2
CUST009358,2029-04-17,113,3,14
CUST005003,2029-04-18,159,9,2
CUST007884,2029-04-19,209,5,15
CUST004663,2029-04-20,213,7,19
CUST003326,2029-04-21,56,4,16
CUST000482,2029-04-22,132,6,10
CUST004313,2029-04-23,89,1,6
CUST001131,2029-04-24,77,2,18
CUST005303,2029-04-25,152,6,12
CUST003757,2029-04-26,9,2,9
CUST007243,2029-04-27,131,8,1
CUST007531,2029-04-28,123,4,16
CUST008871,2029-04-29,109,3,2
CUST008322,2029-04-30,97,8,7
CUST008274,2029-05-01,108,9,9
CUST006699,2029-05-02,60,6,10
CUST006388,2029-05-03,16,8,7
CUST007967,2029-05-04,89,9,5
CUST002069,2029-05-05,54,3,19
CUST004497,2029-05-06,16,7,7
CUST002492,2029-05-07,68,1,10
CUST006277,2029-05-08,9,3,14
CUST008331,2029-05-09,11,3,6
CUST004824,2029-05-10,53,7,17
CUST004065,2029-05-11,140,2,16
CUST007116,2029-05-12,188,8,10
CUST007644,2029-05-13,6,8,5
CUST003531,2029-05-14,0,2,11
CUST000415,2029-05-15,36,1,7
CUST005456,2029-05-16,25,5,5
CUST005520,2029-05-17,77,9,16
CUST001206,2029-05-18,35,4,8
CUST006800,2029-05-19,173,6,11
CUST009504,2029-05-20,1,1,9
CUST007556,2029-05-21,138,6,8
CUST004544,2029-05-22,122,6,6
CUST008907,2029-05-23,6,1,16
CUST008235,2029-05-24,24,3,7
CUST006263,2029-05-25,215,5,18
CUST005918,2029-05-26,227,9,4
CUST005889,2029-05-27,74,7,4
CUST000525,2029-05-28,160,9,11
CUST004869,2029-05-29,174,5,3
CUST000180,2029-05-30,207,7,13
CUST001156,2029-05-31,24,3,9
CUST003834,2029-06-01,159,2,14
CUST006007,2029-06-02,35,6,5
CUST004858,2029-06-03,118,1,17
CUST006608,2029-06-04,103,2,6
CUST000481,2029-06-05,67,6,3
CUST005157,2029-06-06,101,7,18
CUST007667,2029-06-07,128,8,17
CUST007870,2029-06-08,172,4,4
CUST005082,2029-06-09,99,4,6
CUST008349,2029-06-10,145,5,6
CUST006751,2029-06-11,202,5,10
CUST008702,2029-06-12,53,9,16
